# r0x r0y r0z v0x v0y v0z t0_days Cj DE DV Emax h_perigeo h_min_periluneo
-9.140743509654189693e+05 1.126681269827624201e+05 0.000000000000000000e+00 9.962707564432624618e-01 -5.826486719385653990e-01 0.000000000000000000e+00 -8.605025095085998764e+05 1.699999999999999956e+00 9.336677623277583882e-01 1.724738421258449783e+00 2.485087402996135897e-01 3.777968848892287497e+02 3.387596460160678362e+03
7.696623357810005546e+05 -4.184210249139192747e+05 0.000000000000000000e+00 -8.297300354190707550e-01 1.170039805516146281e+00 0.000000000000000000e+00 -3.367183732859737938e+05 1.729999999999999982e+00 1.279775234124890915e+00 2.939798696061102667e+00 5.768923763990413400e-01 2.419005867124069482e+02 2.618885448499808263e+03
7.681131788687033113e+05 -4.182916793337685522e+05 0.000000000000000000e+00 -8.248248991318014589e-01 1.169482414948492144e+00 0.000000000000000000e+00 -3.367183732859737938e+05 1.739999999999999991e+00 1.276645049718962310e+00 2.426599227951753868e+00 5.714934813369613176e-01 4.512261587918537771e+02 2.676439838589462852e+03
7.665582318031757604e+05 -4.181617064256691374e+05 0.000000000000000000e+00 -8.199003104278725917e-01 1.168921624124721781e+00 0.000000000000000000e+00 -3.367183732859737938e+05 1.750000000000000000e+00 1.273510946943547273e+00 2.070573142906337871e+00 5.660942726723614538e-01 6.637903333139884126e+02 2.507691500869716947e+03
-9.050308550331788138e+05 -1.662376355302031152e+04 0.000000000000000000e+00 1.036719138456379419e+00 -4.638931442931656379e-01 0.000000000000000000e+00 -8.605025095085998764e+05 1.840000000000000080e+00 9.758641220803524474e-01 1.623642811451506240e+00 2.196136183808372888e-01 5.585095085693374131e+02 3.344428795435528173e+03
-9.011948793377827387e+05 -1.375558773108612513e+04 0.000000000000000000e+00 1.029715261923682235e+00 -4.685552452635438625e-01 0.000000000000000000e+00 -8.605025095085998764e+05 1.850000000000000089e+00 9.776943021015904733e-01 1.874226969495775386e+00 2.126336859159879134e-01 3.070412136671720873e+02 3.425391461108687508e+03
7.710042740187655436e+05 -4.307180070159197785e+05 0.000000000000000000e+00 -7.241385552471520937e-01 1.087459810451713249e+00 0.000000000000000000e+00 -3.741315258733042865e+05 1.919999999999999929e+00 1.206917344547210114e+00 2.244226006814392882e+00 4.039485987657565613e-01 2.295403563894451509e+02 2.457045450360246832e+03
7.691292809582091868e+05 -4.306611276958749513e+05 0.000000000000000000e+00 -7.187488490243276740e-01 1.087074539787165062e+00 0.000000000000000000e+00 -3.741315258733042865e+05 1.929999999999999938e+00 1.203856220183717740e+00 1.894000804637882673e+00 3.988517581179878979e-01 4.549297490516328253e+02 2.643230416838242490e+03
7.672461316334377043e+05 -4.306037208436577930e+05 0.000000000000000000e+00 -7.133341709581511036e-01 1.086685449499055656e+00 0.000000000000000000e+00 -3.741315258733042865e+05 1.939999999999999947e+00 1.200790841285587440e+00 1.666413104438687398e+00 3.937558944039218356e-01 6.843642989626096096e+02 2.841557050031973631e+03
-8.843452618038291112e+05 -1.342982946283212514e+05 0.000000000000000000e+00 1.063778463581267930e+00 -3.493199538747995825e-01 0.000000000000000000e+00 -8.605025095085998764e+05 1.959999999999999964e+00 1.012630102919943820e+00 1.648981701397503663e+00 1.957336704913523462e-01 7.345212331556358549e+02 2.230897862811995310e+03
